code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
002048,宁波华翔,汽车配件,浙江,9.73,4.6,6.26,1551100.25,817488.94,271043.22,269668.91,4.31,0.475,12.67,0.73,20050603,365100.63,5.83,-2.49,-24.18,19.13,4.29,33816.0
002049,紫光国微,元器件,河北,49.08,6.05,6.07,540544.75,307350.28,19593.25,61902.13,1.02,0.474,6.19,5.01,20050606,236136.66,3.89,30.84,35.07,29.93,16.82,120790.0
002050,三花智控,机械基件,浙江,16.9,18.61,21.2,1299988.75,911431.63,272326.41,162067.7,0.76,0.319,3.88,2.78,20050607,414650.72,1.96,15.15,11.04,27.64,12.11,33850.0
002051,中工国际,建筑施工,北京,9.53,11.11,11.13,1841971.25,1539854.13,157761.72,185112.67,1.66,0.8440000000000001,7.96,1.35,20060619,521594.31,4.69,26.49,10.07,17.14,11.91,39688.0
002052,同洲电子,通信设备,深圳,0.0,7.46,7.46,173521.3,132376.56,24037.93,87718.61,1.18,-0.04,1.21,2.7,20060627,-81330.75,-1.09,8.51,-1524.69,12.69,-7.11,75880.0
002053,云南能投,食品,云南,37.15,3.72,5.58,399088.5,112477.9,93794.05,118622.65,2.12,0.14,4.27,1.62,20060627,53340.32,0.96,-14.29,-37.88,48.51,8.1,20907.0
002054,德美化工,化工原料,广东,33.13,3.12,4.19,288738.91,133947.72,63671.81,13643.75,0.33,0.068,4.27,1.05,20060725,110197.86,2.63,-38.68,11.77,27.13,3.42,31719.0
002055,得润电子,元器件,深圳,39.43,4.26,4.8,984869.38,659363.0,117171.22,127042.7,2.65,0.182,5.36,1.79,20060725,83491.06,1.74,40.56,-28.62,13.85,1.63,42143.0
002056,横店东磁,元器件,浙江,12.32,16.42,16.44,679158.13,418996.69,208558.45,36224.73,0.22,0.306,3.0,1.67,20060802,254756.72,1.55,4.56,25.03,25.15,11.02,82400.0
002057,中钢天源,元器件,安徽,15.57,3.2,3.84,164404.16,108651.7,35765.59,53298.82,1.39,0.184,3.33,1.72,20060802,32019.5,0.83,9.17,30.3,26.75,11.35,19510.0
002058,威 尔 泰,电器仪表,上海,0.0,1.43,1.43,21345.3,18121.15,1920.01,37.47,0.0,-0.019,1.28,7.17,20060802,2276.48,0.16,16.52,41.73,35.55,-5.99,9535.0
002059,云南旅游,旅游景点,云南,570.2,7.31,7.31,431686.31,270676.72,51166.87,33596.94,0.46,0.005,2.06,2.65,20060810,34719.43,0.48,47.48,-80.49,25.54,0.45,32385.0
002060,粤 水 电,建筑施工,广东,27.06,12.02,12.02,1941229.0,819295.56,730452.5,64672.13,0.54,0.07400000000000001,2.43,1.1,20060810,92440.78,0.77,8.9,26.63,11.27,1.69,65485.0
002061,浙江交科,化工原料,浙江,9.01,5.59,13.76,2877820.25,2096369.75,367724.41,293720.09,2.14,0.74,5.01,1.7,20060816,234994.59,1.71,42.34,52.1,10.43,5.33,29956.0
002062,宏润建设,建筑施工,浙江,14.05,9.59,11.03,1378124.25,1070999.75,106530.61,4002.9,0.04,0.202,2.65,1.43,20060816,139882.59,1.27,15.51,20.7,7.26,3.38,35051.0
002063,远光软件,软件服务,广东,25.07,7.56,8.49,261384.72,186068.38,16889.93,14965.11,0.18,0.154,2.53,2.03,20060823,101309.03,1.19,6.41,3.56,67.86,15.22,54470.0
002064,华峰氨纶,化纤,浙江,14.12,15.34,16.77,577550.44,263105.09,184710.52,1968.8,0.01,0.214,2.22,1.82,20060823,174443.2,1.04,10.79,27.8,22.99,10.67,71813.0
002065,东华软件,软件服务,北京,32.91,27.85,31.15,1515842.0,1280322.25,27072.43,234259.09,0.75,0.107,2.94,2.4,20060823,318361.88,1.02,24.03,-45.53,32.17,10.68,98494.0
002066,瑞泰科技,其他建材,北京,142.59,2.31,2.31,402105.75,283039.56,62375.21,16297.15,0.71,0.035,1.82,3.68,20060823,477.18,0.02,94.06,8.78,18.37,0.29,31726.0
002067,景兴纸业,造纸,浙江,7.25,9.75,11.28,648318.56,310257.22,263623.75,169205.23,1.5,0.33,3.75,0.82,20060915,134801.61,1.19,13.2,-26.89,14.08,8.1,96640.0
002068,黑猫股份,化工原料,江西,8.23,6.07,7.27,739382.75,398473.28,295952.25,140614.23,1.93,0.605,4.69,1.42,20060915,117129.8,1.61,22.34,37.95,17.6,7.62,47331.0
002069,獐子岛,渔业,辽宁,74.36,6.89,7.11,361877.0,207518.86,100186.13,97369.46,1.37,0.033,0.53,6.1,20060928,-154950.13,-2.18,-9.42,-69.9,16.52,1.11,51330.0
002070,*ST众和,纺织,福建,0.0,5.81,6.35,190577.97,71596.03,38675.09,0.0,0.0,-0.185,-1.02,0.0,20061012,-131674.84,-2.07,-72.26,-69.84,19.12,-100.85,61476.0
002071,长城影视,影视音像,江苏,17.59,5.18,5.25,368939.72,160577.86,29551.8,-60901.92,-1.16,0.127,1.37,3.25,20061012,80275.46,1.53,118.53,2.41,36.18,11.56,37217.0
002072,凯瑞德,互联网,山东,0.0,1.69,1.76,69583.8,48622.87,214.26,19168.22,1.09,-0.095,0.25,23.57,20061018,-36195.6,-2.06,-25.67,-449.96,14.2,-28.89,30690.0
002073,软控股份,软件服务,山东,34.01,8.19,9.34,897137.81,631714.44,142265.52,202109.38,2.16,0.067,4.98,0.92,20061018,136459.63,1.46,-2.12,2.19,23.4,5.16,50000.0
002074,国轩高科,电气设备,江苏,15.59,10.08,11.37,1986613.63,1228518.75,318675.78,448624.69,3.95,0.58,7.64,1.58,20061018,315215.97,2.77,9.11,3.02,33.13,16.09,66221.0
002075,沙钢股份,特种钢,江苏,26.81,22.07,22.07,1039047.38,602033.88,317626.16,-60860.16,-0.28,0.45,1.95,8.27,20061025,250940.22,1.14,23.89,168.59,24.34,9.02,47404.0
002076,雪 莱 特,家用电器,广东,0.0,4.45,7.78,236576.8,141012.47,26288.91,35599.85,0.46,-0.071,1.63,1.85,20061025,11410.11,0.15,-23.74,-281.75,22.54,-10.28,51163.0
002077,大港股份,区域地产,江苏,0.0,5.32,5.8,773867.69,422213.84,109913.97,281856.31,4.86,-0.181,6.48,0.56,20061116,24998.93,0.43,-3.72,-1173.68,10.78,-11.49,20916.0
002078,太阳纸业,造纸,山东,6.31,25.31,25.93,2923629.75,1180001.0,1406379.75,149633.16,0.58,0.47,4.3,1.39,20061116,635477.63,2.45,20.43,40.38,26.92,11.73,52571.0
002079,苏州固锝,半导体,江苏,33.32,7.26,7.28,205005.17,142134.11,48459.19,30917.72,0.42,0.095,2.18,1.94,20061116,46064.53,0.63,5.38,-13.25,18.11,4.91,66044.0
002080,中材科技,化纤,江苏,10.04,6.4,12.91,2501761.5,1051094.75,1129634.25,525163.56,4.07,0.578,7.27,1.06,20061120,261544.47,2.03,7.89,24.27,27.42,9.56,36072.0
002081,金 螳 螂,装修装饰,江苏,9.73,25.71,26.43,3043051.0,2660824.5,86693.28,15950.8,0.06,0.599,4.8,1.62,20061120,886837.88,3.36,17.85,10.24,19.37,8.55,64000.0
002082,万邦德,铝,浙江,26.17,2.38,2.38,246911.91,159374.56,47159.84,24181.27,1.02,0.145,6.09,1.24,20061120,86990.46,3.66,9.67,15.92,3.22,0.54,30472.0
002083,孚日股份,纺织,山东,10.43,8.65,9.08,758932.63,356377.66,278028.59,126124.97,1.39,0.365,3.7,1.37,20061124,97901.81,1.08,9.26,1.35,20.56,8.7,52898.0
002084,海鸥住工,家居用品,广东,23.41,4.55,5.06,256273.45,160467.41,52499.3,60944.8,1.2,0.079,3.18,1.17,20061124,41995.0,0.83,7.31,1.36,19.4,3.84,32902.0
002085,万丰奥威,汽车配件,浙江,16.01,21.14,21.87,1216496.75,589046.38,361135.5,11495.69,0.05,0.359,2.8,2.73,20061128,349647.5,1.6,9.89,10.64,21.22,9.76,33797.0
002086,东方海洋,渔业,山东,24.69,4.76,7.56,484150.41,248620.97,135141.95,207454.59,2.74,0.122,4.81,0.84,20061128,71700.0,0.95,4.33,-17.0,31.76,15.09,25581.0
002087,新野纺织,纺织,河南,6.95,8.16,8.17,887634.88,491847.19,293688.59,104167.27,1.28,0.389,4.32,0.83,20061130,151087.13,1.85,24.06,33.7,16.91,6.69,41292.0
002088,鲁阳节能,矿物制品,山东,10.97,2.08,3.62,262100.92,160445.97,64237.45,51790.6,1.43,0.66,5.37,1.73,20061130,99858.9,2.76,11.56,65.48,42.24,18.6,14191.0
002089,新 海 宜,通信设备,江苏,147.17,9.8,13.75,464779.91,182773.81,83626.25,2288.15,0.02,0.01,1.28,2.23,20061130,26945.35,0.2,-69.3,-76.24,30.81,6.97,56792.0
002090,金智科技,软件服务,江苏,31.47,2.31,2.38,391362.34,283316.38,63540.53,26052.59,1.1,0.338,5.14,2.76,20061208,64678.19,2.72,-32.65,-26.36,28.92,7.02,14851.0
002091,江苏国泰,商贸代理,江苏,8.0,9.72,15.71,2130572.75,1802438.75,188773.17,325556.41,2.07,0.469,4.8,1.04,20061208,235799.02,1.5,15.07,23.16,10.43,2.5,44756.0
002092,中泰化学,化工原料,新疆,5.84,20.34,21.46,6401846.0,2560790.0,2619744.5,927993.63,4.32,0.937,8.66,0.84,20061208,670645.94,3.12,68.04,-1.69,12.93,4.45,88996.0
002093,国脉科技,电信运营,福建,36.0,9.74,10.08,461252.06,296803.03,74093.43,141201.61,1.4,0.126,3.15,1.92,20061215,71883.61,0.71,-22.73,27.52,37.83,15.66,59203.0
002094,青岛金王,日用化工,山东,14.55,6.01,6.93,609573.0,373819.31,20909.05,111649.3,1.61,0.31,4.24,1.07,20061215,102650.65,1.48,24.01,-57.44,21.67,4.04,22303.0
002095,生 意 宝,互联网,浙江,131.35,2.52,2.53,150302.3,134666.88,6949.02,32611.0,1.29,0.125,3.35,6.53,20061215,22637.22,0.9,22.86,56.14,35.78,9.75,34652.0
002096,南岭民爆,化工原料,湖南,56.42,3.71,3.71,380220.78,183996.13,94259.57,55522.35,1.5,0.067,5.4,0.93,20061222,96037.96,2.59,-27.09,-25.98,27.5,1.59,19083.0
002097,山河智能,工程机械,湖南,10.78,8.42,10.56,1424156.13,849313.63,421361.31,234563.38,2.22,0.377,4.34,1.25,20061222,100636.75,0.95,53.31,250.09,32.64,10.05,74528.0
002098,浔兴股份,服饰,福建,26.54,3.1,3.58,313114.91,137198.41,63397.31,31031.28,0.87,0.101,3.49,1.54,20061222,51162.8,1.43,64.01,-43.47,35.98,3.17,19324.0
002099,海翔药业,化学制药,浙江,11.31,15.92,16.19,691958.5,382253.41,118301.2,265117.59,1.64,0.3,3.34,1.35,20061226,121911.3,0.75,19.88,69.33,43.33,23.4,59756.0
002100,天康生物,饲料,新疆,11.31,9.63,9.63,678431.38,425862.94,166601.8,56632.44,0.59,0.269,3.22,1.26,20061226,140855.22,1.46,7.06,-19.12,20.97,6.99,51179.0
002101,广东鸿图,机械基件,广东,10.81,4.26,5.32,801578.13,358183.34,201980.22,284079.59,5.34,0.332,8.35,0.86,20061229,98166.38,1.84,25.92,15.33,25.35,6.59,20955.0
002102,ST冠福,化学制药,福建,8.34,19.92,26.34,848689.19,282822.63,93103.61,166130.66,0.63,0.149,2.11,0.78,20061229,110292.42,0.42,71.78,176.05,6.42,3.66,95326.0
002103,广博股份,文教休闲,浙江,24.61,3.74,5.46,264864.69,130086.9,27782.91,72690.43,1.33,0.079,3.16,1.23,20070110,46132.37,0.85,-10.99,-32.87,18.35,4.46,28742.0
002104,恒宝股份,元器件,江苏,20.61,6.03,7.12,216051.47,141645.44,29044.02,7450.0,0.1,0.123,2.64,1.92,20070110,90159.36,1.27,36.11,-4.81,23.17,9.78,74454.0
002105,信隆健康,文教休闲,深圳,193.66,3.69,3.69,162809.05,98326.59,51184.87,6092.15,0.17,0.014,1.39,2.62,20070112,2133.86,0.06,-21.87,-88.19,12.8,0.49,28482.0
002106,莱宝高科,元器件,深圳,17.21,7.04,7.06,512343.25,356225.53,118326.15,203799.8,2.89,0.244,5.37,1.04,20070112,75218.25,1.07,11.24,79.87,11.77,5.47,58051.0
002107,沃华医药,中成药,山东,29.99,3.49,3.61,92583.18,58361.4,23372.35,234.61,0.01,0.11,1.63,3.88,20070124,21380.24,0.59,10.06,5.68,80.01,10.6,34701.0
002108,沧州明珠,塑料,河北,13.72,14.18,14.18,509844.59,239589.77,147593.73,18390.63,0.13,0.219,2.29,1.75,20070124,145240.8,1.02,-5.12,-30.3,17.81,12.39,95521.0
002109,兴化股份,化工原料,陕西,15.27,5.45,10.53,424142.91,86139.7,311183.19,223108.66,2.12,0.119,3.29,1.1,20070126,1218.9,0.01,12.51,25.09,21.73,11.92,29324.0
002110,三钢闽光,普钢,福建,3.94,9.91,16.34,2649487.5,1494697.13,957017.0,586093.69,3.59,3.169,10.43,1.6,20070126,880681.0,5.39,20.25,59.62,27.76,19.31,38531.0
002111,威海广泰,航空,山东,14.2,3.27,3.82,454925.09,296428.31,83746.74,137119.63,3.59,0.329,7.03,1.33,20070126,81789.8,2.14,27.86,15.77,34.22,12.59,29189.0
002112,三变科技,电气设备,浙江,0.0,1.84,2.02,106526.36,71933.24,18930.65,8425.0,0.42,-0.223,1.65,4.32,20070208,1194.08,0.06,11.98,17.71,10.08,-10.77,18460.0
002113,天润数娱,互联网,湖南,95.5,8.05,15.33,312239.97,119133.95,402.05,124397.06,0.81,0.031,1.77,2.24,20070208,-11286.15,-0.07,234.38,137.38,52.53,10.96,63566.0
002114,罗平锌电,铅锌,云南,0.0,3.23,3.23,211466.2,40022.81,59220.4,149544.36,4.62,-0.435,5.13,1.29,20070215,-20574.18,-0.64,-30.47,-395.88,11.15,-18.17,38255.0
002115,三维通信,通信设备,浙江,32.5,3.47,5.54,445294.94,197449.77,74337.95,136021.91,2.46,0.13,3.93,2.07,20070215,24741.72,0.45,216.51,307.75,14.35,4.85,56361.0
002116,中国海诚,建筑施工,上海,13.85,4.15,4.18,436650.91,400798.69,23568.85,9631.2,0.23,0.35600000000000004,3.27,2.01,20070215,68998.93,1.65,16.87,22.52,10.22,4.65,21704.0
002117,东港股份,广告包装,山东,16.84,3.64,3.64,203455.52,109119.21,68153.99,24978.26,0.69,0.5379999999999999,4.3,2.81,20070302,70720.11,1.94,11.65,17.71,39.84,16.8,16973.0
002118,紫鑫药业,中成药,吉林,12.8,10.25,12.81,934608.81,711771.38,108553.11,153383.56,1.2,0.257,3.48,1.26,20070302,155899.59,1.22,70.25,107.23,67.37,25.78,56574.0
002119,康强电子,半导体,浙江,28.1,2.83,2.89,175206.88,97491.18,54856.13,16196.62,0.56,0.227,2.72,3.13,20070302,28841.97,1.0,22.1,16.9,20.53,5.74,16277.0
002120,韵达股份,仓储物流,浙江,19.66,2.35,17.13,1643096.63,984440.38,349266.19,383111.0,2.24,1.19,6.27,4.83,20070306,498801.41,2.91,35.23,68.42,28.72,21.42,11008.0
002121,科陆电子,电器仪表,深圳,48.6,9.06,14.08,1662218.13,819196.75,404665.03,189737.69,1.35,0.046,3.44,1.3,20070306,139895.77,0.99,29.25,-52.05,28.65,3.28,65097.0
002122,*ST天马,机械基件,浙江,0.0,11.84,11.88,851835.38,396768.56,78883.28,102883.18,0.87,-0.173,3.8,0.41,20070328,173904.91,1.46,-27.85,-649.87,9.12,-15.08,72045.0
002123,梦网集团,互联网,深圳,28.38,6.45,8.11,634339.81,268185.63,45540.15,246315.55,3.04,0.188,5.74,1.24,20070328,139755.56,1.72,19.77,-27.94,26.1,7.5,48593.0
002124,天邦股份,饲料,浙江,36.77,7.92,11.6,609091.94,254473.3,155876.5,98659.7,0.85,0.069,2.62,1.95,20070403,84027.75,0.72,38.35,-40.57,13.47,4.33,28419.0
002125,湘潭电化,化工原料,湖南,28.18,2.59,3.46,314914.19,117838.56,138641.59,69002.52,2.0,0.18,3.37,2.0,20070403,11085.36,0.32,44.57,54.51,26.98,8.13,25134.0
002126,银轮股份,汽车配件,浙江,15.04,7.66,8.01,777617.31,443875.81,140422.31,108283.26,1.35,0.354,4.44,1.6,20070418,149193.56,1.86,23.42,18.1,24.95,7.44,35639.0
002127,南极电商,互联网,江苏,28.39,14.51,24.55,404716.56,254557.41,292.76,148083.27,0.6,0.183,1.37,5.05,20070418,137700.69,0.56,409.2,85.01,30.17,21.98,18041.0
002128,露天煤业,煤炭开采,内蒙,5.58,16.34,16.34,1562599.25,666982.31,644031.63,125121.4,0.77,0.72,7.13,1.13,20070418,762091.69,4.66,7.05,11.93,49.62,27.6,59935.0
002129,中环股份,半导体,天津,25.67,26.44,27.85,3474984.0,1160674.63,1243645.38,683417.25,2.45,0.11,4.26,1.3,20070420,169842.22,0.61,53.24,9.49,19.99,4.64,133278.0
002130,沃尔核材,电气设备,深圳,21.36,9.46,12.62,805575.63,366012.22,232020.25,21061.01,0.17,0.077,2.22,1.47,20070420,123958.06,0.98,20.54,77.22,29.86,7.37,96568.0
002131,利欧股份,互联网,浙江,25.93,33.85,55.59,1669772.25,957712.38,130111.57,93781.88,0.17,0.03,1.48,1.08,20070427,177549.02,0.32,43.35,-46.57,10.91,2.6,148323.0
002132,恒星科技,钢加工,河南,0.0,12.54,12.56,608680.38,301343.06,149337.48,105649.51,0.84,-0.014,2.24,1.25,20070427,40323.76,0.32,5.54,-117.58,13.53,-0.77,46180.0
002133,广宇集团,全国地产,浙江,5.02,6.35,7.74,933268.63,855215.13,1766.99,83547.47,1.08,0.344,4.07,0.85,20070427,135173.55,1.75,14.38,335.07,45.91,11.88,45353.0
002134,天津普林,元器件,天津,0.0,2.46,2.46,62555.55,31062.78,21646.63,30227.18,1.23,-0.036000000000000004,1.75,3.26,20070516,-13995.17,-0.57,-0.83,-7.81,7.9,-4.29,17070.0
002135,东南网架,建筑施工,浙江,20.57,6.73,10.34,997986.63,777919.44,184226.44,209194.0,2.02,0.122,3.86,1.29,20070530,77949.15,0.75,23.25,83.11,11.42,3.13,44651.0
002136,安 纳 达,化工原料,安徽,19.47,2.14,2.15,98903.11,40170.12,54215.96,35026.01,1.63,0.31,3.32,2.43,20070530,12631.71,0.59,-0.38,-46.47,16.86,7.79,25064.0
002137,麦达数字,互联网,深圳,25.4,2.85,5.79,219508.7,122381.72,10543.32,96054.21,1.66,0.115,3.05,1.92,20070613,22614.59,0.39,41.99,86.52,19.02,11.56,63313.0
002138,顺络电子,元器件,深圳,22.87,7.0,8.12,497542.59,179886.75,236674.45,203043.13,2.5,0.44,5.18,2.62,20070613,124962.97,1.54,25.88,40.81,35.92,20.65,26047.0
002139,拓邦股份,元器件,深圳,17.48,7.84,10.19,369601.69,221761.88,69148.47,42768.05,0.42,0.108,1.98,1.9,20070629,53249.73,0.52,28.22,16.68,20.25,7.11,47382.0
002140,东华科技,建筑施工,安徽,15.97,4.4,4.46,621311.88,479110.69,18759.13,9075.3,0.2,0.267,4.65,1.22,20070712,132649.94,2.97,46.26,21.26,12.63,5.47,20305.0
002141,贤丰控股,元器件,广东,322.93,6.37,11.35,188233.02,54132.17,17556.74,9355.36,0.08,0.006999999999999999,1.16,2.49,20070720,6733.58,0.06,-12.81,31.5,11.28,1.04,52266.0
002142,宁波银行,银行,浙江,7.67,46.31,52.09,107641816.0,0.0,448293.81,878004.19,1.69,1.12,11.73,1.43,20070719,3032868.25,5.82,9.79,19.64,0.0,42.16,76387.0
002143,印纪传媒,影视音像,四川,116.2,9.74,17.7,445659.06,404362.06,226.6,-1626.99,-0.01,0.012,1.64,1.74,20070720,273401.13,1.54,-49.36,-91.89,51.05,5.56,19886.0
002144,宏达高科,纺织,浙江,16.03,1.41,1.77,193274.31,54563.51,27731.69,69840.06,3.95,0.4370000000000001,9.39,1.0,20070803,59184.43,3.35,-11.48,6.73,30.59,18.94,20681.0
002145,中核钛白,化工原料,甘肃,12.25,13.41,15.91,546525.19,180171.52,167804.0,86617.95,0.54,0.197,2.01,1.6,20070803,74570.28,0.47,-6.93,2.63,29.28,13.45,86670.0
002146,荣盛发展,全国地产,河北,6.79,38.94,43.48,21395004.0,20110896.0,287749.19,466508.41,1.07,0.86,6.83,1.14,20070808,1573419.63,3.62,40.89,33.98,32.25,12.24,76177.0
002147,新光圆成,区域地产,安徽,88.79,5.37,18.28,1611734.0,940682.38,169259.22,248805.88,1.36,0.083,4.48,3.3,20070808,366905.66,2.01,8.82,310.22,30.72,14.57,11548.0
002148,北纬科技,互联网,北京,51.74,4.43,5.67,127646.42,64851.36,19932.6,24005.09,0.42,0.068,2.05,2.3,20070810,37201.34,0.66,-57.36,-65.14,55.9,20.62,57845.0
002149,西部材料,小金属,陕西,46.15,4.25,4.25,401900.13,225036.91,122740.32,126195.05,2.97,0.087,4.17,1.29,20070810,3849.58,0.09,15.28,4.19,19.15,3.2,31888.0
002150,通润装备,机械基件,江苏,13.41,2.74,2.74,154936.67,116441.02,32314.35,42352.59,1.54,0.335,4.25,1.41,20070810,39853.75,1.45,4.67,43.2,24.33,9.83,14836.0
002151,北斗星通,通信设备,北京,142.01,2.91,5.13,685638.88,339717.31,61611.26,357982.25,6.97,0.104,8.55,2.31,20070813,30991.25,0.6,56.5,-29.27,27.84,2.45,79804.0
002152,广电运通,电脑设备,广东,19.52,19.79,24.29,1239708.75,825896.69,97047.56,229812.55,0.95,0.142,3.53,1.57,20070813,349988.97,1.44,38.51,-35.37,42.99,16.23,54195.0
002153,石基信息,软件服务,北京,73.84,4.84,10.67,1006719.31,691160.69,33961.8,438454.41,4.11,0.29600000000000004,7.81,3.73,20070813,267877.53,2.51,1.31,13.47,46.09,15.87,24088.0
002154,报 喜 鸟,服饰,浙江,37.55,11.04,12.58,425877.81,173537.48,57839.28,30588.81,0.24,0.056,2.13,1.32,20070816,105580.52,0.84,24.59,319.66,62.19,3.37,105931.0
002155,湖南黄金,黄金,湖南,32.29,12.02,12.02,681679.56,181517.02,252654.41,129106.65,1.07,0.149,3.95,1.63,20070816,196670.55,1.64,21.89,-28.42,9.02,1.86,108474.0
002156,通富微电,半导体,江苏,39.51,9.72,11.54,1355995.13,496929.44,582339.06,374403.72,3.25,0.14,5.36,1.37,20070816,104254.36,0.9,12.95,29.08,16.16,2.94,79506.0
002157,正邦科技,饲料,江西,197.05,21.6,23.39,1992088.75,667631.38,710835.19,197734.81,0.85,0.015,2.68,1.47,20070817,192764.63,0.82,19.39,-91.38,9.21,0.2,69356.0
002158,汉钟精机,工程机械,上海,17.07,5.29,5.35,325588.63,229479.59,72739.43,40838.45,0.76,0.3,3.41,1.99,20070817,72080.78,1.35,5.9,-9.79,33.46,12.6,43183.0
002159,三特索道,旅游服务,湖北,11.65,1.39,1.39,269752.41,70210.4,103749.31,45872.2,3.31,1.146,7.1,2.51,20070817,32442.66,2.34,27.87,1032.43,56.14,31.54,6692.0
002160,常铝股份,铝,江苏,77.24,6.02,7.24,668438.75,356663.25,162710.66,218360.45,3.01,0.037000000000000005,4.46,0.86,20070821,27178.75,0.38,2.33,-75.43,15.06,0.92,49412.0
002161,远 望 谷,通信设备,深圳,0.0,6.99,7.4,244910.45,79172.4,25890.61,38736.85,0.52,-0.095,2.05,2.75,20070821,32384.2,0.44,-9.72,-213.95,33.83,-35.8,99817.0
002162,悦心健康,医疗保健,上海,88.92,8.54,8.56,218312.52,75407.18,49753.01,7775.75,0.09,0.023,1.05,2.62,20070823,-18077.42,-0.21,6.1,-6.94,34.3,2.82,58818.0
002163,中航三鑫,装修装饰,深圳,0.0,8.03,8.04,631834.88,261098.05,233839.41,57007.51,0.71,-0.02,0.86,4.61,20070823,-74504.0,-0.93,23.16,59.68,12.12,-0.73,59880.0
002164,宁波东力,电气设备,浙江,0.0,4.4,6.99,874627.38,779127.31,60392.11,234646.17,3.36,-4.564,0.26,10.06,20070823,-290541.25,-4.15,112.69,-4796.91,2.45,-26.92,44012.0
002165,红 宝 丽,化工原料,江苏,99.46,5.27,6.02,324302.75,138908.0,65447.48,29652.24,0.49,0.017,2.46,1.39,20070913,50297.69,0.84,11.55,-74.5,11.8,0.83,39000.0
002166,莱茵生物,中成药,广西,18.58,3.54,4.37,261047.17,179019.17,55703.98,26166.93,0.6,0.165,2.52,2.44,20070913,36994.6,0.85,-18.81,1.26,38.07,23.53,55424.0
002167,东方锆业,小金属,广东,112.99,5.86,6.21,266106.34,96746.13,76699.28,59816.32,0.96,0.022,1.69,3.0,20070913,-12788.41,-0.21,-6.8,-11.51,29.68,4.53,53423.0
002168,深圳惠程,电气设备,深圳,16.43,7.84,8.13,358873.06,184730.77,9355.67,45355.12,0.56,0.42,2.27,3.86,20070919,64467.38,0.79,557.63,453.15,71.47,21.4,53048.0
002169,智光电气,电气设备,广东,16.45,6.6,7.88,471109.75,305303.91,100558.31,154054.11,1.96,0.105,3.57,0.97,20070919,44951.96,0.57,101.68,23.69,20.35,6.59,47084.0
002170,芭田股份,农药化肥,深圳,280.48,6.55,8.87,374466.91,99871.13,134061.19,49205.96,0.55,0.005,2.16,1.18,20070919,44216.53,0.5,25.08,-64.04,16.13,0.39,56059.0
002171,楚江新材,铜,安徽,11.93,10.28,10.69,513826.59,371115.63,64222.73,152104.36,1.42,0.29100000000000004,3.33,1.39,20070921,91552.18,0.86,24.29,18.29,7.52,3.19,44839.0
002172,澳洋健康,化纤,江苏,88.48,6.94,7.76,706903.69,341574.41,172660.88,114858.97,1.48,0.032,2.44,1.55,20070921,-6626.92,-0.09,-6.11,-85.37,7.96,0.66,46966.0
002173,创新医疗,医疗保健,浙江,23.61,2.03,4.55,499602.44,236130.22,94567.75,274526.03,6.04,0.27,8.14,1.04,20070925,47535.87,1.05,30.85,28.18,42.47,15.46,13448.0
002174,游族网络,互联网,福建,13.65,6.19,8.88,687887.06,283635.88,71913.81,77537.97,0.87,0.78,4.64,3.01,20070925,281509.69,3.17,7.79,48.65,55.11,26.03,33421.0
002175,东方网络,电器仪表,广西,0.0,5.24,7.54,205126.94,86816.25,35712.21,38431.69,0.51,-0.092,1.3,2.45,20071012,-18293.02,-0.24,-60.71,-335.01,3.81,-65.35,78705.0
002176,江特电机,电气设备,江西,14.18,14.42,14.69,1053309.75,557269.81,137655.95,173530.67,1.18,0.208,2.92,2.02,20071012,101955.81,0.69,63.49,391.57,31.76,18.28,129693.0
002177,御银股份,电脑设备,广东,244.56,6.45,7.61,195777.45,78349.43,23957.15,2967.95,0.04,0.006,2.21,1.3,20071101,83370.5,1.1,-19.6,-75.14,31.16,1.89,92982.0
002178,延华智能,建筑施工,上海,112.48,7.1,7.12,217488.45,146885.25,11694.61,26066.5,0.37,0.025,1.61,2.31,20071101,14253.11,0.2,8.11,181.66,13.6,2.18,61654.0
002179,中航光电,元器件,河南,32.21,7.82,7.91,1169945.5,935329.81,139145.81,99144.75,1.25,0.89,6.97,5.43,20071101,295353.63,3.73,28.34,10.75,32.06,12.07,20092.0
002180,纳思达,电脑设备,广东,37.14,9.42,10.64,3481924.0,991042.69,307282.19,166698.3,1.57,0.294,4.0,5.46,20071113,180040.88,1.69,-6.32,130.78,37.94,3.0,13425.0
002181,粤 传 媒,出版业,广东,44.9,11.34,11.61,428872.0,248655.8,28027.61,134019.86,1.15,0.034,3.4,0.91,20071116,115135.3,0.99,-11.94,179.65,32.02,10.52,58189.0
002182,云海金属,小金属,江苏,12.98,4.51,6.46,417307.63,205787.16,124715.4,46609.55,0.72,0.383,2.7,2.46,20071113,58614.23,0.91,5.92,83.65,14.43,6.5,64459.0
002183,怡 亚 通,仓储物流,深圳,16.22,21.2,21.23,4400496.0,3533454.5,183615.66,129774.05,0.61,0.161,2.93,1.79,20071113,209097.8,0.99,21.81,3.63,6.96,0.93,110650.0
002184,海得控制,软件服务,上海,0.0,1.36,2.41,219781.0,159532.88,14986.74,58753.98,2.43,-0.18600000000000005,4.3,1.95,20071116,18320.36,0.76,-8.45,-1739.4,18.79,-5.91,33559.0
